CUSEC,CUMUN,CSEC,CDIS,CMUN,CPRO,CCA,CUDIS,CLAU2,NPRO,NCA,CNUT0,CNUT1,CNUT2,CNUT3,NMUN,airbnb_listings,airbnb_entire_homes,airbnb_price_median,airbnb_accommodates_total,airbnb_revenue_total,airbnb_hosts_unicos,airbnb_con_licencia,isla,fuente,granularidad,hut_registros,hut_plazas,hut_habitaciones,viviendas_vacias_pct_ccaa,viviendas_uso_esporadico_pct_ccaa,viviendas_turisticas_pct_ccaa_2025M05,plazas_turisticas
0704801005,07048,005,01,048,07,04,0704801,07048,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Josep de sa Talaia,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,945,7296,898,16.2,6.9,3.74,7296
0704801006,07048,006,01,048,07,04,0704801,07048,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Josep de sa Talaia,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,945,7296,898,16.2,6.9,3.74,7296
0704801007,07048,007,01,048,07,04,0704801,07048,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Josep de sa Talaia,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,945,7296,898,16.2,6.9,3.74,7296
0704802001,07048,001,02,048,07,04,0704802,07048,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Josep de sa Talaia,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,945,7296,898,16.2,6.9,3.74,7296
0704802002,07048,002,02,048,07,04,0704802,07048,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Josep de sa Talaia,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,945,7296,898,16.2,6.9,3.74,7296
0704802003,07048,003,02,048,07,04,0704802,07048,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Josep de sa Talaia,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,945,7296,898,16.2,6.9,3.74,7296
0704802004,07048,004,02,048,07,04,0704802,07048,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Josep de sa Talaia,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,945,7296,898,16.2,6.9,3.74,7296
0704802005,07048,005,02,048,07,04,0704802,07048,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Josep de sa Talaia,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,945,7296,898,16.2,6.9,3.74,7296
0704802006,07048,006,02,048,07,04,0704802,07048,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Josep de sa Talaia,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,945,7296,898,16.2,6.9,3.74,7296
0704901001,07049,001,01,049,07,04,0704901,07049,"Balears, Illes",Illes Balears,ES,5,3,2,Sant Joan,10,10,276.0,64,138352,9,10,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,64
0704902001,07049,001,02,049,07,04,0704902,07049,"Balears, Illes",Illes Balears,ES,5,3,2,Sant Joan,30,30,307.78499999999997,185,471588,20,29,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,185
0705001001,07050,001,01,050,07,04,0705001,07050,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Joan de Labritja,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,245,1917,132,16.2,6.9,3.74,1917
0705001002,07050,002,01,050,07,04,0705001,07050,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Joan de Labritja,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,245,1917,132,16.2,6.9,3.74,1917
0705001003,07050,003,01,050,07,04,0705001,07050,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Joan de Labritja,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,245,1917,132,16.2,6.9,3.74,1917
0705101001,07051,001,01,051,07,04,0705101,07051,"Balears, Illes",Illes Balears,ES,5,3,2,Sant Llorenç des Cardassar,29,29,448.0,185,248144,23,29,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,185
0705101002,07051,002,01,051,07,04,0705101,07051,"Balears, Illes",Illes Balears,ES,5,3,2,Sant Llorenç des Cardassar,88,75,314.6,509,593070,49,88,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,509
0705102001,07051,001,02,051,07,04,0705102,07051,"Balears, Illes",Illes Balears,ES,5,3,2,Sant Llorenç des Cardassar,35,35,562.4,276,621268,29,35,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,276
0705102002,07051,002,02,051,07,04,0705102,07051,"Balears, Illes",Illes Balears,ES,5,3,2,Sant Llorenç des Cardassar,68,66,214.0,282,1003673,34,68,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,282
0705102003,07051,003,02,051,07,04,0705102,07051,"Balears, Illes",Illes Balears,ES,5,3,2,Sant Llorenç des Cardassar,62,60,331.0,413,584885,39,62,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,413
0705201001,07052,001,01,052,07,04,0705201,07052,"Balears, Illes",Illes Balears,ES,5,3,3,Sant Lluís,2,2,378.895,10,31507,2,2,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10
0705201002,07052,002,01,052,07,04,0705201,07052,"Balears, Illes",Illes Balears,ES,5,3,3,Sant Lluís,1,1,171.25,4,7193,1,1,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4
0705202001,07052,001,02,052,07,04,0705202,07052,"Balears, Illes",Illes Balears,ES,5,3,3,Sant Lluís,27,27,682.33,222,266130,20,26,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,222
0705301001,07053,001,01,053,07,04,0705301,07053,"Balears, Illes",Illes Balears,ES,5,3,2,Santa Eugènia,11,11,553.5,72,239916,11,11,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,72
0705401001,07054,001,01,054,07,04,0705401,07054,"Balears, Illes",Illes Balears,ES,5,3,1,Santa Eulària des Riu,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,803,6249,676,16.2,6.9,3.74,6249
0705401002,07054,002,01,054,07,04,0705401,07054,"Balears, Illes",Illes Balears,ES,5,3,1,Santa Eulària des Riu,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,803,6249,676,16.2,6.9,3.74,6249
0705401003,07054,003,01,054,07,04,0705401,07054,"Balears, Illes",Illes Balears,ES,5,3,1,Santa Eulària des Riu,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,803,6249,676,16.2,6.9,3.74,6249
0705401004,07054,004,01,054,07,04,0705401,07054,"Balears, Illes",Illes Balears,ES,5,3,1,Santa Eulària des Riu,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,803,6249,676,16.2,6.9,3.74,6249
0705401005,07054,005,01,054,07,04,0705401,07054,"Balears, Illes",Illes Balears,ES,5,3,1,Santa Eulària des Riu,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,803,6249,676,16.2,6.9,3.74,6249
0705401006,07054,006,01,054,07,04,0705401,07054,"Balears, Illes",Illes Balears,ES,5,3,1,Santa Eulària des Riu,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,803,6249,676,16.2,6.9,3.74,6249
0705401007,07054,007,01,054,07,04,0705401,07054,"Balears, Illes",Illes Balears,ES,5,3,1,Santa Eulària des Riu,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,803,6249,676,16.2,6.9,3.74,6249
0705401008,07054,008,01,054,07,04,0705401,07054,"Balears, Illes",Illes Balears,ES,5,3,1,Santa Eulària des Riu,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,803,6249,676,16.2,6.9,3.74,6249
0705401009,07054,009,01,054,07,04,0705401,07054,"Balears, Illes",Illes Balears,ES,5,3,1,Santa Eulària des Riu,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,803,6249,676,16.2,6.9,3.74,6249
0705402001,07054,001,02,054,07,04,0705402,07054,"Balears, Illes",Illes Balears,ES,5,3,1,Santa Eulària des Riu,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,803,6249,676,16.2,6.9,3.74,6249
0705402002,07054,002,02,054,07,04,0705402,07054,"Balears, Illes",Illes Balears,ES,5,3,1,Santa Eulària des Riu,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,803,6249,676,16.2,6.9,3.74,6249
0705403001,07054,001,03,054,07,04,0705403,07054,"Balears, Illes",Illes Balears,ES,5,3,1,Santa Eulària des Riu,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,803,6249,676,16.2,6.9,3.74,6249
0705404001,07054,001,04,054,07,04,0705404,07054,"Balears, Illes",Illes Balears,ES,5,3,1,Santa Eulària des Riu,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,803,6249,676,16.2,6.9,3.74,6249
0705404002,07054,002,04,054,07,04,0705404,07054,"Balears, Illes",Illes Balears,ES,5,3,1,Santa Eulària des Riu,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,803,6249,676,16.2,6.9,3.74,6249
0705404003,07054,003,04,054,07,04,0705404,07054,"Balears, Illes",Illes Balears,ES,5,3,1,Santa Eulària des Riu,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,803,6249,676,16.2,6.9,3.74,6249
0705405001,07054,001,05,054,07,04,0705405,07054,"Balears, Illes",Illes Balears,ES,5,3,1,Santa Eulària des Riu,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,803,6249,676,16.2,6.9,3.74,6249
0705405002,07054,002,05,054,07,04,0705405,07054,"Balears, Illes",Illes Balears,ES,5,3,1,Santa Eulària des Riu,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,803,6249,676,16.2,6.9,3.74,6249
0705405003,07054,003,05,054,07,04,0705405,07054,"Balears, Illes",Illes Balears,ES,5,3,1,Santa Eulària des Riu,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,803,6249,676,16.2,6.9,3.74,6249
0705501001,07055,001,01,055,07,04,0705501,07055,"Balears, Illes",Illes Balears,ES,5,3,2,Santa Margalida,18,11,184.0,91,265515,13,18,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,91
0705501002,07055,002,01,055,07,04,0705501,07055,"Balears, Illes",Illes Balears,ES,5,3,2,Santa Margalida,36,36,333.75,164,377209,28,35,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,164
0705502001,07055,001,02,055,07,04,0705502,07055,"Balears, Illes",Illes Balears,ES,5,3,2,Santa Margalida,64,64,419.5,386,859966,48,64,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,386
0705502002,07055,002,02,055,07,04,0705502,07055,"Balears, Illes",Illes Balears,ES,5,3,2,Santa Margalida,226,225,325.75,1330,2424887,126,226,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,1330
0705502003,07055,003,02,055,07,04,0705502,07055,"Balears, Illes",Illes Balears,ES,5,3,2,Santa Margalida,178,170,346.0,1044,2067456,94,178,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,1044
0705502004,07055,004,02,055,07,04,0705502,07055,"Balears, Illes",Illes Balears,ES,5,3,2,Santa Margalida,69,69,292.4,374,855534,37,68,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,374
0705502005,07055,005,02,055,07,04,0705502,07055,"Balears, Illes",Illes Balears,ES,5,3,2,Santa Margalida,57,57,242.875,347,461208,32,57,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,347
0705601001,07056,001,01,056,07,04,0705601,07056,"Balears, Illes",Illes Balears,ES,5,3,2,Santa María del Camí,20,14,403.29999999999995,123,240902,14,20,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,123
0705601002,07056,002,01,056,07,04,0705601,07056,"Balears, Illes",Illes Balears,ES,5,3,2,Santa María del Camí,1,1,2049.0,6,98352,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6
0705602001,07056,001,02,056,07,04,0705602,07056,"Balears, Illes",Illes Balears,ES,5,3,2,Santa María del Camí,24,18,391.4,147,461451,18,24,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,147
0705602002,07056,002,02,056,07,04,0705602,07056,"Balears, Illes",Illes Balears,ES,5,3,2,Santa María del Camí,3,3,707.57,26,121158,3,3,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,26
0705701001,07057,001,01,057,07,04,0705701,07057,"Balears, Illes",Illes Balears,ES,5,3,2,Santanyí,61,56,652.81,424,957409,37,61,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,424
0705701002,07057,002,01,057,07,04,0705701,07057,"Balears, Illes",Illes Balears,ES,5,3,2,Santanyí,167,150,385.0,862,2180161,67,167,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,862
0705701003,07057,003,01,057,07,04,0705701,07057,"Balears, Illes",Illes Balears,ES,5,3,2,Santanyí,37,33,570.0,269,271400,24,36,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,269
0705701004,07057,004,01,057,07,04,0705701,07057,"Balears, Illes",Illes Balears,ES,5,3,2,Santanyí,141,134,452.5,875,2455141,68,141,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,875
0705701005,07057,005,01,057,07,04,0705701,07057,"Balears, Illes",Illes Balears,ES,5,3,2,Santanyí,195,188,491.33,1292,3578260,94,193,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,1292
0705701006,07057,006,01,057,07,04,0705701,07057,"Balears, Illes",Illes Balears,ES,5,3,2,Santanyí,146,132,344.2,722,3096640,52,146,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,722
0705702001,07057,001,02,057,07,04,0705702,07057,"Balears, Illes",Illes Balears,ES,5,3,2,Santanyí,154,152,464.44500000000005,930,2999946,93,153,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,930
0705702002,07057,002,02,057,07,04,0705702,07057,"Balears, Illes",Illes Balears,ES,5,3,2,Santanyí,69,68,291.75,371,1143895,42,69,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,371
0705801001,07058,001,01,058,07,04,0705801,07058,"Balears, Illes",Illes Balears,ES,5,3,2,Selva,98,98,458.14,601,1261367,62,96,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,601
0705801002,07058,002,01,058,07,04,0705801,07058,"Balears, Illes",Illes Balears,ES,5,3,2,Selva,101,87,353.8,553,1029250,55,101,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,553
0705802001,07058,001,02,058,07,04,0705802,07058,"Balears, Illes",Illes Balears,ES,5,3,2,Selva,61,47,343.8,335,822456,42,61,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,335
0705901001,07059,001,01,059,07,04,0705901,07059,"Balears, Illes",Illes Balears,ES,5,3,2,"Salines, Ses",107,104,448.91499999999996,650,1422215,67,107,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,650
0705901002,07059,002,01,059,07,04,0705901,07059,"Balears, Illes",Illes Balears,ES,5,3,2,"Salines, Ses",134,129,242.4,590,2076549,65,133,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,590
0706001001,07060,001,01,060,07,04,0706001,07060,"Balears, Illes",Illes Balears,ES,5,3,2,Sineu,44,40,401.0,282,382277,31,43,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,282
0706002001,07060,001,02,060,07,04,0706002,07060,"Balears, Illes",Illes Balears,ES,5,3,2,Sineu,41,41,394.57,224,421503,28,41,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,224
0706101001,07061,001,01,061,07,04,0706101,07061,"Balears, Illes",Illes Balears,ES,5,3,2,Sóller,30,24,376.59,181,940436,25,30,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,181
0706101002,07061,002,01,061,07,04,0706101,07061,"Balears, Illes",Illes Balears,ES,5,3,2,Sóller,7,7,609.86,36,65955,7,7,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,36
0706101003,07061,003,01,061,07,04,0706101,07061,"Balears, Illes",Illes Balears,ES,5,3,2,Sóller,24,22,366.86,123,699135,17,24,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,123
0706102001,07061,001,02,061,07,04,0706102,07061,"Balears, Illes",Illes Balears,ES,5,3,2,Sóller,55,47,365.0,243,1565340,41,55,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,243
0706102002,07061,002,02,061,07,04,0706102,07061,"Balears, Illes",Illes Balears,ES,5,3,2,Sóller,29,20,312.8,113,934739,20,29,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,113
0706102003,07061,003,02,061,07,04,0706102,07061,"Balears, Illes",Illes Balears,ES,5,3,2,Sóller,19,13,277.0,86,233698,12,19,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,86
0706102004,07061,004,02,061,07,04,0706102,07061,"Balears, Illes",Illes Balears,ES,5,3,2,Sóller,46,44,428.605,260,1186404,35,46,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,260
0706103001,07061,001,03,061,07,04,0706103,07061,"Balears, Illes",Illes Balears,ES,5,3,2,Sóller,46,45,583.2,255,1629546,40,46,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,255
0706103002,07061,002,03,061,07,04,0706103,07061,"Balears, Illes",Illes Balears,ES,5,3,2,Sóller,185,182,312.8,848,5209860,112,185,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,848
0706201001,07062,001,01,062,07,04,0706201,07062,"Balears, Illes",Illes Balears,ES,5,3,2,Son Servera,12,12,481.0,81,68117,12,12,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,81
0706201002,07062,002,01,062,07,04,0706201,07062,"Balears, Illes",Illes Balears,ES,5,3,2,Son Servera,37,37,138.0,133,308619,16,37,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,133
0706201003,07062,003,01,062,07,04,0706201,07062,"Balears, Illes",Illes Balears,ES,5,3,2,Son Servera,141,141,662.0,981,1316496,76,141,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,981
0706201004,07062,004,01,062,07,04,0706201,07062,"Balears, Illes",Illes Balears,ES,5,3,2,Son Servera,48,46,176.0,189,664577,27,48,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,189
0706201005,07062,005,01,062,07,04,0706201,07062,"Balears, Illes",Illes Balears,ES,5,3,2,Son Servera,16,16,229.57,65,191268,12,16,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,65
0706202001,07062,001,02,062,07,04,0706202,07062,"Balears, Illes",Illes Balears,ES,5,3,2,Son Servera,54,54,552.285,376,564523,35,54,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,376
0706301001,07063,001,01,063,07,04,0706301,07063,"Balears, Illes",Illes Balears,ES,5,3,2,Valldemossa,103,94,356.75,559,2603603,63,103,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,559
0706401001,07064,001,01,064,07,04,0706401,07064,"Balears, Illes",Illes Balears,ES,5,3,3,"Castell, Es",5,0,151.0,10,23939,2,5,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10
0706401002,07064,002,01,064,07,04,0706401,07064,"Balears, Illes",Illes Balears,ES,5,3,3,"Castell, Es",2,2,3564.5,18,139062,2,1,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,18
0706401003,07064,003,01,064,07,04,0706401,07064,"Balears, Illes",Illes Balears,ES,5,3,3,"Castell, Es",27,19,271.0,133,207494,18,27,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,133
0706401004,07064,004,01,064,07,04,0706401,07064,"Balears, Illes",Illes Balears,ES,5,3,3,"Castell, Es",0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0706401005,07064,005,01,064,07,04,0706401,07064,"Balears, Illes",Illes Balears,ES,5,3,3,"Castell, Es",13,11,348.29,59,87564,13,13,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,59
0706501001,07065,001,01,065,07,04,0706501,07065,"Balears, Illes",Illes Balears,ES,5,3,2,Vilafranca de Bonany,7,7,361.96500000000003,38,29529,7,7,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,38
0706502001,07065,001,02,065,07,04,0706502,07065,"Balears, Illes",Illes Balears,ES,5,3,2,Vilafranca de Bonany,33,33,391.6,219,540544,22,32,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,219
0790101001,07901,001,01,901,07,04,0790101,07901,"Balears, Illes",Illes Balears,ES,5,3,2,Ariany,87,85,456.14,609,1126032,52,87,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,609
0790201001,07902,001,01,902,07,04,0790201,07902,"Balears, Illes",Illes Balears,ES,5,3,3,"Migjorn Gran, Es",45,41,529.29,307,412443,18,45,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,307
0701002001,07010,001,02,010,07,04,0701002,07010,"Balears, Illes",Illes Balears,ES,5,3,2,Bunyola,4,4,182.0,21,38489,4,4,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,21
0701002002,07010,002,02,010,07,04,0701002,07010,"Balears, Illes",Illes Balears,ES,5,3,2,Bunyola,18,18,799.75,133,527151,17,18,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,133
0702204004,07022,004,04,022,07,04,0702204,07022,"Balears, Illes",Illes Balears,ES,5,3,2,Felanitx,115,112,405.90999999999997,670,1496380,54,115,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,670
0702204003,07022,003,04,022,07,04,0702204,07022,"Balears, Illes",Illes Balears,ES,5,3,2,Felanitx,70,70,542.6,445,1566108,46,69,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,445
0702604006,07026,006,04,026,07,04,0702604,07026,"Balears, Illes",Illes Balears,ES,5,3,1,Eivissa,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,41,236,22,16.2,6.9,3.74,236
0702604025,07026,025,04,026,07,04,0702604,07026,"Balears, Illes",Illes Balears,ES,5,3,1,Eivissa,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,41,236,22,16.2,6.9,3.74,236
0700402001,07004,001,02,004,07,04,0700402,07004,"Balears, Illes",Illes Balears,ES,5,3,2,Algaida,31,29,499.58500000000004,195,699735,25,31,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,195
0700402002,07004,002,02,004,07,04,0700402,07004,"Balears, Illes",Illes Balears,ES,5,3,2,Algaida,9,9,291.43,54,142376,9,9,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,54
0704601011,07046,011,01,046,07,04,0704601,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486
0704601009,07046,009,01,046,07,04,0704601,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486
0704601002,07046,002,01,046,07,04,0704601,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486
0704003044,07040,044,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,1231.835,18,344880,2,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,18
0704003056,07040,056,03,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0701502002,07015,002,02,015,07,04,0701502,07015,"Balears, Illes",Illes Balears,ES,5,3,3,Ciutadella de Menorca,70,70,272.0,381,634834,33,67,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,381
0701502005,07015,005,02,015,07,04,0701502,07015,"Balears, Illes",Illes Balears,ES,5,3,3,Ciutadella de Menorca,1,1,354.0,5,12744,1,1,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,5
0705202002,07052,002,02,052,07,04,0705202,07052,"Balears, Illes",Illes Balears,ES,5,3,3,Sant Lluís,324,324,545.0,2105,5303330,179,318,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,2105
0705202003,07052,003,02,052,07,04,0705202,07052,"Balears, Illes",Illes Balears,ES,5,3,3,Sant Lluís,155,151,518.2,941,2462048,76,145,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,941
0703701003,07037,003,01,037,07,04,0703701,07037,"Balears, Illes",Illes Balears,ES,5,3,3,"Mercadal, Es",161,160,284.0,801,2043709,66,150,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,801
0703701004,07037,004,01,037,07,04,0703701,07037,"Balears, Illes",Illes Balears,ES,5,3,3,"Mercadal, Es",509,502,273.0,2560,4818965,276,486,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,2560
