CUSEC,CUMUN,CSEC,CPRO,CCA,CUDIS,CLAU2,NPRO,NCA,CNUT0,CNUT1,CNUT2,CNUT3,NMUN,airbnb_listings,airbnb_entire_homes,airbnb_price_median,airbnb_accommodates_total,airbnb_revenue_total,airbnb_hosts_unicos,airbnb_con_licencia,viviendas_totales,consumo_p10_kwh,consumo_p25_kwh,consumo_p50_kwh,consumo_p75_kwh,consumo_p90_kwh,isla,fuente,granularidad,hut_registros,hut_plazas,hut_habitaciones,viviendas_vacias_pct_ccaa,viviendas_uso_esporadico_pct_ccaa,viviendas_turisticas_pct_ccaa_2025M05,plazas_turisticas,airbnb_listings_por_1000_viviendas
0704003003,07040,003,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,1,98.76,6,8877,2,2,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6,0.010724895700389314
0704003004,07040,004,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003005,07040,005,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003006,07040,006,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,4,4,270.625,18,89250,2,4,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,18,0.02144979140077863
0704003007,07040,007,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,277.4,3,0,1,1,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,3,0.005362447850194657
0704003008,07040,008,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,322.4,10,0,1,2,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10,0.010724895700389314
0704003009,07040,009,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,277.4,5,0,1,1,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,5,0.005362447850194657
0704003010,07040,010,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,1,84.895,10,36455,2,3,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10,0.01608734355058397
0704003011,07040,011,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003012,07040,012,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,344.0,4,45408,1,1,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4,0.005362447850194657
0704003013,07040,013,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003014,07040,014,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,214.23,6,0,1,1,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6,0.005362447850194657
0704003015,07040,015,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003016,07040,016,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003017,07040,017,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,3,548.33,22,188842,2,3,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,22,0.01608734355058397
0704003018,07040,018,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,128.87,4,32862,1,1,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4,0.005362447850194657
0704003019,07040,019,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003020,07040,020,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003021,07040,021,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,0,59.6,4,0,1,1,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4,0.005362447850194657
0704003022,07040,022,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,0,110.8,4,0,1,1,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4,0.005362447850194657
0704003023,07040,023,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003024,07040,024,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,685.0,6,57540,1,1,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6,0.005362447850194657
0704003025,07040,025,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003026,07040,026,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003027,07040,027,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003028,07040,028,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003029,07040,029,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003030,07040,030,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003031,07040,031,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003032,07040,032,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003033,07040,033,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003034,07040,034,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003035,07040,035,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,5,5,524.255,41,122451,5,5,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,41,0.026812239250973285
0704003036,07040,036,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,9,9,619.15,55,348092,8,9,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,55,0.04826203065175191
0704003037,07040,037,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,5,5,357.0,34,109800,5,5,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,34,0.026812239250973285
0704003038,07040,038,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,10,10,726.0,88,347442,10,10,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,88,0.05362447850194657
0704003039,07040,039,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,7,7,705.0,52,283409,7,7,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,52,0.03753713495136259
0704003040,07040,040,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003041,07040,041,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003042,07040,042,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,0,118.47999999999999,4,23233,1,2,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4,0.010724895700389314
0704003043,07040,043,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003045,07040,045,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003046,07040,046,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003047,07040,047,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003048,07040,048,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003049,07040,049,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,6,6,456.47,54,83445,6,6,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,54,0.03217468710116794
0704003050,07040,050,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,105.0,1,15750,1,1,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,1,0.005362447850194657
0704003051,07040,051,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003052,07040,052,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,345.6,4,10368,1,1,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4,0.005362447850194657
0704003053,07040,053,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704003054,07040,054,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,777.7149999999999,20,11640,2,2,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,20,0.010724895700389314
0704003055,07040,055,07,04,0704003,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.058,1.68,2.576,3.786,5.338,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004001,07040,001,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,124.60499999999999,7,43716,2,2,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,7,0.010724895700389314
0704004002,07040,002,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,1,53.1,7,13718,3,3,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,7,0.01608734355058397
0704004003,07040,003,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,0,45.71,3,13934,1,2,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,3,0.010724895700389314
0704004004,07040,004,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,6,4,134.415,21,90756,6,6,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,21,0.03217468710116794
0704004005,07040,005,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004006,07040,006,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,124.91999999999999,7,0,2,2,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,7,0.010724895700389314
0704004007,07040,007,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004008,07040,008,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,120.58,3,28939,1,1,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,3,0.005362447850194657
0704004009,07040,009,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004010,07040,010,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004011,07040,011,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,1052.0,5,31560,1,1,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,5,0.005362447850194657
0704004012,07040,012,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004013,07040,013,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004014,07040,014,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,104.49,4,0,1,1,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4,0.005362447850194657
0704004015,07040,015,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004016,07040,016,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004017,07040,017,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004018,07040,018,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004019,07040,019,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004020,07040,020,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004021,07040,021,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004022,07040,022,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004023,07040,023,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004024,07040,024,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004026,07040,026,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,0,89.21,2,0,1,1,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,2,0.005362447850194657
0704004027,07040,027,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,2,87.11500000000001,10,0,3,3,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10,0.01608734355058397
0704004028,07040,028,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004029,07040,029,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004030,07040,030,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,1,257.0,8,29310,2,3,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,8,0.01608734355058397
0704004031,07040,031,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,214.64499999999998,10,75422,2,2,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10,0.010724895700389314
0704004032,07040,032,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004033,07040,033,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,1,76.2,4,23640,2,2,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4,0.010724895700389314
0704004034,07040,034,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,333.0,5,17982,1,1,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,5,0.005362447850194657
0704004035,07040,035,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,0,108.075,4,5618,1,2,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4,0.010724895700389314
0704004036,07040,036,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004037,07040,037,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,0,87.565,3,822,2,2,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,3,0.010724895700389314
0704004038,07040,038,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004039,07040,039,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004040,07040,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004041,07040,041,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004042,07040,042,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004043,07040,043,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
